split,fold,tournament,calendar_year,hemisphere,target,weight_v4,baseline_score,candidate_score,delta
development,summer_internationals_2024,summer_internationals,2024,mixed,metres,0.1,0.8871195922743589,0.8901304784017255,0.003010886127366663
development,rugby_championship_2024,rugby_championship,2024,south,minutes,0.5,0.9512427349353222,0.9512427349353222,0.0
development,rugby_championship_2024,rugby_championship,2024,south,tries,0.1,1.0738309898831597,0.9442496369232303,-0.12958135295992945
development,rugby_championship_2024,rugby_championship,2024,south,try_assists,0.2,1.0647724031497263,0.9942895228372862,-0.0704828803124401
development,rugby_championship_2024,rugby_championship,2024,south,conversion_goals,0.2,0.9385824812545318,0.8128280973241971,-0.12575438393033467
development,rugby_championship_2024,rugby_championship,2024,south,missed_conversion_goals,0.25,1.1843630821137845,1.1568933569362607,-0.027469725177523774
development,rugby_championship_2024,rugby_championship,2024,south,penalty_goals,0.5,0.9630469151807145,0.9630469151807145,0.0
development,rugby_championship_2024,rugby_championship,2024,south,missed_penalty_goals,0.5,1.0901340436491078,1.0901340436491078,0.0
development,rugby_championship_2024,rugby_championship,2024,south,drop_goals_converted,0.75,0.30737233619718995,0.22604341169492584,-0.08132892450226412
development,rugby_championship_2024,rugby_championship,2024,south,drop_goal_missed,0.65,0.866037689621511,0.8991712348588438,0.03313354523733281
development,rugby_championship_2024,rugby_championship,2024,south,defenders_beaten,0.25,0.9399222960656035,0.918908654600545,-0.021013641465058464
development,rugby_championship_2024,rugby_championship,2024,south,clean_breaks,0.2,1.0170002334885957,0.9428691441356815,-0.07413108935291424
development,rugby_championship_2024,rugby_championship,2024,south,offload,0.25,0.9427105362044599,0.9169600407800144,-0.02575049542444552
development,rugby_championship_2024,rugby_championship,2024,south,runs,0.6,0.7997827809625844,0.8048730534077406,0.005090272445156252
development,rugby_championship_2024,rugby_championship,2024,south,tackles,0.65,0.8727093266638685,0.8754541009166048,0.0027447742527363372
development,rugby_championship_2024,rugby_championship,2024,south,missed_tackles,0.4,0.9637632446525289,0.9620896795879751,-0.0016735650645538502
development,rugby_championship_2024,rugby_championship,2024,south,rucks_won,0.6,0.7508689251637036,0.7395798576522795,-0.011289067511424111
development,rugby_championship_2024,rugby_championship,2024,south,rucks_lost,0.65,0.9822749170427006,0.9796345286790059,-0.0026403883636947345
development,rugby_championship_2024,rugby_championship,2024,south,passes,0.65,0.6516603484207486,0.6579590191827497,0.0062986707620010796
development,rugby_championship_2024,rugby_championship,2024,south,bad_passes,0.55,0.8784393341763596,0.8788277768374018,0.0003884426610422098
development,rugby_championship_2024,rugby_championship,2024,south,turnovers_conceded,0.3,0.9662970902244623,0.9641321908700144,-0.002164899354447858
development,rugby_championship_2024,rugby_championship,2024,south,penalties_conceded,0.35,0.9824050873096344,0.9814207320500826,-0.0009843552595517613
development,rugby_championship_2024,rugby_championship,2024,south,yellow_cards,0.5,1.0172544766998395,1.0172544766998395,0.0
development,rugby_championship_2024,rugby_championship,2024,south,red_cards,0.9,0.38749628975239386,0.4258686951253813,0.03837240537298742
development,rugby_championship_2024,rugby_championship,2024,south,metres,0.1,0.9834060344912515,0.8692353267712436,-0.11417070772000792
development,pacific_nations_cup_2024,pacific_nations_cup,2024,south,minutes,0.5,1.0152322687630913,1.0152322687630913,0.0
development,pacific_nations_cup_2024,pacific_nations_cup,2024,south,tries,0.1,0.9735446954608774,0.9075178352711737,-0.06602686018970372
development,pacific_nations_cup_2024,pacific_nations_cup,2024,south,try_assists,0.2,1.198162386339458,1.1491402059677436,-0.04902218037171435
